Index_client;sexe;Age;Présence_enfant;Présence_conduite_accompagnee;Tranche_revenus;usage_vehicule;type_vehicule;points_perdus;age_vehicule;type_conduite;date_demande;etat_dossier;intervalle_devis
866;M;82;Oui;Non;[60k-80k€];Private;Pickup;3;9.0;Highly Urban/ Urban;13/01/2022 10:00;complet;[250-500€]
867;M;53;Non;Non;[60k-80k€];Private;z_SUV;0;8.0;Highly Urban/ Urban;14/05/2022 03:38;complet;[250-500€]
868;F;57;Non;Non;[60k-80k€];Private;z_SUV;3;0;Highly Urban/ Urban;27/01/2022 11:04;complet;[250-500€]
869;M;51;Non;Non;[40k-60k€];Commercial;Van;0;7.0;Highly Urban/ Urban;03/01/2022 08:30;complet;[250-500€]
870;M;84;Non;Non;[0-20k€];Commercial;Pickup;4;7.0;Highly Urban/ Urban;26/03/2022 11:54;complet;[250-500€]
871;F;92;Oui;Non;[20k-40k€];Private;Minivan;0;10.0;Highly Urban/ Urban;07/03/2022 22:55;complet;[250-500€]
872;M;65;Non;Non;[20k-40k€];Commercial;z_SUV;0;7.0;Highly Urban/ Urban;01/03/2022 05:37;complet;[250-500€]
873;M;68;Non;Non;[60k-80k€];Commercial;z_SUV;0;13.0;Highly Urban/ Urban;04/05/2022 07:09;complet;[250-500€]
874;F;13;Non;Non;[40k-60k€];Commercial;z_SUV;0;12.0;Highly Urban/ Urban;04/02/2022 19:41;complet;[250-500€]
875;M;90;Non;Non;[40k-60k€];Commercial;Pickup;6;9.0;Highly Urban/ Urban;26/04/2022 10:16;complet;[250-500€]
876;F;56;Non;Non;[80k-100k€];Private;Minivan;1;7.0;Highly Urban/ Urban;02/01/2022 05:31;complet;[250-500€]
877;M;62;Non;Non;[100k+€];Private;Minivan;7;22.0;Highly Urban/ Urban;26/03/2022 09:04;complet;[250-500€]
878;M;56;Non;Non;[20k-40k€];Private;Van;3;1.0;Highly Urban/ Urban;16/01/2022 22:31;complet;[250-500€]
879;F;83;Oui;Non;[60k-80k€];Private;Sports Car;0;0;Highly Urban/ Urban;26/05/2022 01:56;complet;[250-500€]
880;M;89;Non;Non;[40k-60k€];Commercial;Pickup;0;1.0;Highly Urban/ Urban;24/03/2022 15:49;complet;[250-500€]
881;M;55;Oui;Oui;[40k-60k€];Private;Sports Car;2;1.0;z_Highly Rural/ Rural;20/04/2022 06:44;complet;[250-500€]
882;M;49;Non;Non;[80k-100k€];Private;Pickup;0;9.0;Highly Urban/ Urban;11/05/2022 12:25;complet;[250-500€]
883;M;57;Non;Non;[40k-60k€];Commercial;Minivan;0;10.0;Highly Urban/ Urban;13/01/2022 05:16;complet;[250-500€]
884;F;54;Non;Non;[80k-100k€];Private;Minivan;2;9.0;Highly Urban/ Urban;21/03/2022 21:34;complet;[250-500€]
885;F;43;Non;Non;[100k+€];Private;Minivan;0;11.0;z_Highly Rural/ Rural;18/01/2022 19:42;complet;[250-500€]
886;F;69;Non;Non;[40k-60k€];Commercial;z_SUV;1;1.0;Highly Urban/ Urban;13/04/2022 16:21;complet;[250-500€]
888;M;64;Non;Non;[0-20k€];Commercial;Pickup;4;7.0;Highly Urban/ Urban;10/02/2022 20:57;complet;[500-750€]
889;F;75;Non;Non;[0-20k€];Private;Minivan;0;1.0;z_Highly Rural/ Rural;28/02/2022 13:38;complet;[250-500€]
890;M;68;Oui;Non;[0-20k€];Private;Pickup;0;8.0;z_Highly Rural/ Rural;05/02/2022 23:52;complet;[250-500€]
891;M;80;Non;Non;[80k-100k€];Private;Pickup;1;9.0;Highly Urban/ Urban;27/03/2022 09:37;complet;[250-500€]
893;M;57;Non;Non;[40k-60k€];Private;Minivan;2;14.0;Highly Urban/ Urban;03/05/2022 13:03;complet;[250-500€]
894;M;27;Non;Non;[20k-40k€];Commercial;z_SUV;0;1.0;Highly Urban/ Urban;26/03/2022 15:22;complet;[250-500€]
895;F;83;Non;Non;[20k-40k€];Commercial;Panel Truck;1;15.0;Highly Urban/ Urban;31/01/2022 22:44;complet;[250-500€]
896;F;65;Non;Non;[100k+€];Private;Minivan;1;20.0;Highly Urban/ Urban;30/04/2022 07:11;complet;[250-500€]
897;F;3;Oui;Non;[80k-100k€];Commercial;Panel Truck;0;13.0;Highly Urban/ Urban;04/02/2022 16:10;complet;[500-750€]
898;M;82;Oui;Non;[40k-60k€];Private;Sports Car;4;9.0;z_Highly Rural/ Rural;20/01/2022 00:18;complet;[250-500€]
899;F;61;Non;Non;[100k+€];Private;Minivan;0;19.0;Highly Urban/ Urban;22/03/2022 00:59;complet;[250-500€]
900;M;74;Oui;Non;[0-20k€];Private;Sports Car;0;13.0;Highly Urban/ Urban;31/05/2022 06:29;complet;[250-500€]
902;F;53;Oui;Non;[0-20k€];Private;Sports Car;10;0.0;Highly Urban/ Urban;23/04/2022 05:49;complet;[250-500€]
903;F;33;Non;Non;[80k-100k€];Private;z_SUV;0;1.0;z_Highly Rural/ Rural;02/05/2022 13:16;complet;[250-500€]
904;F;13;Oui;Oui;[40k-60k€];Commercial;Minivan;0;10.0;Highly Urban/ Urban;11/04/2022 11:41;complet;[250-500€]
905;M;35;Non;Non;[80k-100k€];Private;z_SUV;4;1.0;Highly Urban/ Urban;04/02/2022 15:17;complet;[250-500€]
906;F;54;Non;Non;[20k-40k€];Private;Minivan;0;1.0;z_Highly Rural/ Rural;22/01/2022 15:31;complet;[750-1000€]
907;M;42;Non;Non;[80k-100k€];Private;Minivan;2;11.0;Highly Urban/ Urban;18/03/2022 16:21;complet;[250-500€]
908;F;55;Oui;Non;[0-20k€];Private;Pickup;0;6.0;Highly Urban/ Urban;08/02/2022 16:14;complet;[250-500€]
909;M;26;Oui;Oui;[0-20k€];Commercial;z_SUV;0;8.0;z_Highly Rural/ Rural;21/02/2022 08:59;complet;[250-500€]
910;F;27;Non;Non;[100k+€];Commercial;Van;2;0;Highly Urban/ Urban;13/01/2022 01:41;complet;[250-500€]
911;F;31;Oui;Oui;[60k-80k€];Private;Pickup;0;11.0;Highly Urban/ Urban;20/05/2022 20:26;complet;[250-500€]
912;M;74;Oui;Non;[40k-60k€];Commercial;Pickup;2;1.0;Highly Urban/ Urban;19/02/2022 12:40;complet;[250-500€]
913;F;16;Oui;Non;[60k-80k€];Commercial;Pickup;0;1.0;Highly Urban/ Urban;13/04/2022 06:07;complet;[500-750€]
914;F;54;Non;Non;[40k-60k€];Commercial;z_SUV;0;8.0;z_Highly Rural/ Rural;25/03/2022 10:32;complet;[250-500€]
915;F;26;Non;Non;[80k-100k€];Private;Sports Car;1;17.0;Highly Urban/ Urban;08/05/2022 03:44;complet;[250-500€]
916;M;70;Oui;Non;[0-20k€];Commercial;z_SUV;3;8.0;Highly Urban/ Urban;08/01/2022 09:26;complet;[250-500€]
917;F;83;Non;Non;[0-20k€];Commercial;Pickup;2;1.0;z_Highly Rural/ Rural;20/02/2022 21:02;complet;[250-500€]
918;F;46;Non;Non;[100k+€];Commercial;Sports Car;1;6.0;Highly Urban/ Urban;17/02/2022 13:28;complet;[250-500€]
919;M;54;Oui;Non;[60k-80k€];Private;Minivan;0;9.0;Highly Urban/ Urban;24/01/2022 09:56;complet;[250-500€]
920;F;78;Oui;Oui;[60k-80k€];Private;Sports Car;4;14.0;Highly Urban/ Urban;23/05/2022 04:04;complet;[250-500€]
921;M;70;Non;Non;[60k-80k€];Commercial;z_SUV;0;11.0;Highly Urban/ Urban;12/05/2022 14:06;complet;[250-500€]
922;M;85;Oui;Oui;[60k-80k€];Private;z_SUV;0;6.0;Highly Urban/ Urban;25/02/2022 05:46;complet;[250-500€]
923;F;62;Oui;Oui;[0-20k€];Private;Minivan;0;0;Highly Urban/ Urban;20/05/2022 20:57;complet;[250-500€]
924;F;75;Oui;Non;[100k+€];Commercial;Panel Truck;0;7.0;Highly Urban/ Urban;22/02/2022 03:31;complet;[250-500€]
925;F;24;Oui;Oui;[20k-40k€];Private;Minivan;0;6.0;Highly Urban/ Urban;23/02/2022 09:01;complet;[250-500€]
926;M;6;Oui;Non;[60k-80k€];Private;z_SUV;1;1.0;Highly Urban/ Urban;28/03/2022 01:18;complet;[500-750€]
927;F;53;Non;Non;[0-20k€];Commercial;z_SUV;0;7.0;z_Highly Rural/ Rural;02/05/2022 08:14;complet;[250-500€]
928;F;57;Oui;Non;[20k-40k€];Private;Sports Car;6;4.0;Highly Urban/ Urban;20/03/2022 06:02;complet;[250-500€]
929;M;14;Oui;Non;[0-20k€];Commercial;z_SUV;4;10.0;Highly Urban/ Urban;23/04/2022 18:46;complet;[250-500€]
930;M;78;Non;Non;[80k-100k€];Commercial;Minivan;11;7.0;Highly Urban/ Urban;11/04/2022 13:58;complet;[250-500€]
931;M;48;Non;Non;[40k-60k€];Commercial;Van;1;12.0;Highly Urban/ Urban;23/04/2022 16:15;complet;[250-500€]
932;M;52;Non;Non;[20k-40k€];Commercial;Panel Truck;0;1.0;z_Highly Rural/ Rural;13/04/2022 06:30;complet;[250-500€]
933;M;10;Non;Non;[60k-80k€];Commercial;Pickup;2;10.0;z_Highly Rural/ Rural;26/03/2022 17:10;complet;[250-500€]
934;F;51;Non;Non;[80k-100k€];Commercial;Panel Truck;0;6.0;Highly Urban/ Urban;28/02/2022 13:20;complet;[250-500€]
935;F;74;Non;Non;[100k+€];Private;Minivan;0;0;Highly Urban/ Urban;18/03/2022 02:48;complet;[250-500€]
936;M;57;Oui;Oui;[80k-100k€];Commercial;Minivan;4;1.0;Highly Urban/ Urban;17/02/2022 04:34;complet;[250-500€]
937;M;80;Non;Non;[40k-60k€];Commercial;Minivan;4;10.0;Highly Urban/ Urban;23/02/2022 14:57;complet;[250-500€]
938;F;75;Non;Non;[60k-80k€];Private;Minivan;0;0;Highly Urban/ Urban;23/01/2022 05:09;complet;[250-500€]
939;M;27;Oui;Non;[20k-40k€];Private;Minivan;0;0;Highly Urban/ Urban;03/05/2022 10:57;complet;[250-500€]
940;M;68;Non;Non;[20k-40k€];Private;Van;1;12.0;Highly Urban/ Urban;17/01/2022 12:09;complet;[500-750€]
941;M;47;Non;Non;[100k+€];Commercial;z_SUV;1;1.0;Highly Urban/ Urban;17/05/2022 21:52;complet;[250-500€]
942;F;16;Oui;Oui;[100k+€];Commercial;Panel Truck;3;1.0;Highly Urban/ Urban;08/02/2022 17:21;complet;[250-500€]
943;M;57;Oui;Non;[20k-40k€];Private;z_SUV;0;8.0;Highly Urban/ Urban;06/01/2022 07:34;complet;[250-500€]
944;F;65;Non;Non;[100k+€];Commercial;Pickup;0;0;Highly Urban/ Urban;18/03/2022 04:48;complet;[250-500€]
945;F;91;Non;Non;[40k-60k€];Private;Sports Car;4;8.0;Highly Urban/ Urban;20/04/2022 00:32;complet;[250-500€]
946;F;6;Non;Non;[60k-80k€];Private;z_SUV;6;16.0;Highly Urban/ Urban;05/01/2022 23:57;complet;[250-500€]
948;M;34;Non;Non;[60k-80k€];Private;Minivan;0;10.0;Highly Urban/ Urban;08/04/2022 06:36;complet;[250-500€]
949;F;68;Non;Non;[100k+€];Commercial;Panel Truck;3;13.0;Highly Urban/ Urban;13/01/2022 13:58;complet;[250-500€]
950;M;52;Non;Non;[100k+€];Private;Minivan;0;19.0;Highly Urban/ Urban;22/01/2022 04:31;complet;[250-500€]
951;M;72;Oui;Oui;[100k+€];Private;z_SUV;1;11.0;Highly Urban/ Urban;13/05/2022 07:42;complet;[250-500€]
952;F;85;Oui;Oui;[20k-40k€];Private;z_SUV;2;19.0;Highly Urban/ Urban;01/03/2022 00:11;complet;[250-500€]
953;M;36;Non;Non;[0-20k€];Private;Sports Car;2;5.0;z_Highly Rural/ Rural;17/05/2022 00:52;complet;[250-500€]
954;M;78;Non;Non;[100k+€];Private;Minivan;2;19.0;Highly Urban/ Urban;27/02/2022 06:06;complet;[250-500€]
955;M;5;Oui;Non;[0-20k€];Private;z_SUV;2;8.0;Highly Urban/ Urban;14/01/2022 18:08;complet;[250-500€]
956;M;40;Oui;Oui;[0-20k€];Private;z_SUV;4;11.0;z_Highly Rural/ Rural;12/04/2022 03:39;complet;[500-750€]
958;M;70;Oui;Oui;[20k-40k€];Commercial;Pickup;0;7.0;Highly Urban/ Urban;15/02/2022 06:50;complet;[250-500€]
959;F;53;Non;Non;[60k-80k€];Commercial;Panel Truck;0;15.0;Highly Urban/ Urban;21/04/2022 08:04;complet;[250-500€]
960;M;18;Oui;Non;[0-20k€];Private;Sports Car;0;1.0;z_Highly Rural/ Rural;13/04/2022 17:06;complet;[250-500€]
961;M;63;Non;Non;[0-20k€];Commercial;Minivan;2;8.0;Highly Urban/ Urban;11/02/2022 09:08;complet;[250-500€]
962;F;66;Non;Non;[40k-60k€];Commercial;Pickup;6;1.0;Highly Urban/ Urban;13/02/2022 07:43;complet;[250-500€]
963;M;73;Non;Non;[100k+€];Private;z_SUV;1;15.0;Highly Urban/ Urban;16/05/2022 04:25;complet;[250-500€]
964;F;57;Oui;Oui;[100k+€];Private;Minivan;0;20.0;Highly Urban/ Urban;18/03/2022 14:59;complet;[250-500€]
965;F;69;Non;Non;[60k-80k€];Private;Minivan;5;0;Highly Urban/ Urban;18/01/2022 16:49;complet;[250-500€]
966;F;16;Non;Non;[100k+€];Commercial;Panel Truck;1;12.0;Highly Urban/ Urban;23/05/2022 10:42;complet;[250-500€]
967;M;72;Non;Non;[100k+€];Private;z_SUV;0;16.0;Highly Urban/ Urban;16/03/2022 01:51;complet;[250-500€]
968;M;19;Non;Non;[100k+€];Private;Sports Car;0;0;Highly Urban/ Urban;04/04/2022 23:29;complet;[250-500€]
969;M;48;Oui;Non;[20k-40k€];Private;Sports Car;0;1.0;Highly Urban/ Urban;31/03/2022 19:33;complet;[250-500€]
970;F;50;Non;Non;[60k-80k€];Private;Minivan;1;22.0;Highly Urban/ Urban;28/02/2022 17:00;complet;[250-500€]
971;M;60;Non;Non;[40k-60k€];Private;Minivan;0;1.0;z_Highly Rural/ Rural;16/04/2022 11:32;complet;[250-500€]
972;F;48;Non;Non;[40k-60k€];Private;z_SUV;4;15.0;Highly Urban/ Urban;12/02/2022 15:16;complet;[250-500€]
973;M;51;Non;Non;[0-20k€];Private;z_SUV;0;13.0;z_Highly Rural/ Rural;29/01/2022 14:32;complet;[250-500€]
974;F;53;Non;Non;[0-20k€];Private;z_SUV;0;1.0;Highly Urban/ Urban;30/04/2022 23:46;complet;[250-500€]
975;F;76;Non;Non;[80k-100k€];Commercial;Van;0;18.0;Highly Urban/ Urban;25/02/2022 17:52;complet;[250-500€]
976;M;16;Oui;Non;[20k-40k€];Private;Pickup;3;1.0;Highly Urban/ Urban;30/04/2022 20:11;complet;[250-500€]
977;F;82;Non;Non;[80k-100k€];Private;Minivan;2;17.0;Highly Urban/ Urban;25/02/2022 11:45;complet;[250-500€]
978;F;56;Non;Non;[20k-40k€];Private;Minivan;1;1.0;z_Highly Rural/ Rural;06/05/2022 12:51;complet;[250-500€]
979;F;60;Oui;Oui;[0-20k€];Private;Pickup;2;1.0;Highly Urban/ Urban;16/03/2022 23:26;complet;[250-500€]
980;F;40;Non;Non;[20k-40k€];Private;Minivan;0;7.0;Highly Urban/ Urban;06/04/2022 16:10;complet;[250-500€]
981;F;67;Non;Non;[60k-80k€];Private;Minivan;5;13.0;Highly Urban/ Urban;06/03/2022 01:34;complet;[250-500€]
982;M;92;Non;Non;[100k+€];Private;Minivan;0;16.0;Highly Urban/ Urban;04/03/2022 02:26;complet;[250-500€]
983;F;72;Non;Non;[60k-80k€];Private;Sports Car;0;10.0;Highly Urban/ Urban;06/05/2022 07:53;complet;[250-500€]
984;F;16;Oui;Non;[60k-80k€];Private;Pickup;3;21.0;Highly Urban/ Urban;01/02/2022 02:51;complet;[250-500€]
985;M;63;Oui;Non;[100k+€];Commercial;Panel Truck;1;23.0;Highly Urban/ Urban;16/03/2022 12:50;complet;[250-500€]
986;F;59;Non;Non;[40k-60k€];Commercial;Panel Truck;2;8.0;Highly Urban/ Urban;13/03/2022 03:20;complet;[250-500€]
987;M;4;Non;Non;[60k-80k€];Commercial;Pickup;0;1.0;Highly Urban/ Urban;16/04/2022 09:07;complet;[250-500€]
988;M;41;Non;Non;[60k-80k€];Commercial;Panel Truck;3;1.0;Highly Urban/ Urban;05/03/2022 10:49;complet;[250-500€]
989;M;62;Non;Non;[100k+€];Private;Minivan;6;17.0;Highly Urban/ Urban;19/03/2022 05:51;complet;[250-500€]
990;F;41;Oui;Non;[0-20k€];Commercial;Pickup;0;1.0;z_Highly Rural/ Rural;01/05/2022 13:37;complet;[250-500€]
991;M;16;Non;Non;[20k-40k€];Commercial;Sports Car;5;9.0;Highly Urban/ Urban;19/01/2022 12:58;complet;[250-500€]
992;F;10;Non;Non;[20k-40k€];Private;Pickup;3;11.0;Highly Urban/ Urban;23/01/2022 02:06;complet;[250-500€]
994;F;12;Non;Non;[40k-60k€];Commercial;Sports Car;0;1.0;Highly Urban/ Urban;14/01/2022 13:28;complet;[250-500€]
995;M;81;Non;Non;[20k-40k€];Private;Sports Car;3;1.0;Highly Urban/ Urban;22/01/2022 06:26;complet;[250-500€]
996;F;64;Non;Non;[80k-100k€];Private;Sports Car;0;15.0;Highly Urban/ Urban;03/03/2022 16:50;complet;[250-500€]
998;M;70;Non;Non;[60k-80k€];Commercial;Van;2;1.0;Highly Urban/ Urban;06/04/2022 11:25;complet;[250-500€]
999;M;69;Non;Non;[100k+€];Commercial;Pickup;0;16.0;Highly Urban/ Urban;16/05/2022 07:44;complet;[250-500€]
1000;M;18;Non;Non;[40k-60k€];Private;z_SUV;0;11.0;Highly Urban/ Urban;15/02/2022 05:03;complet;[250-500€]
1001;F;88;Non;Non;[0-20k€];Private;z_SUV;2;4.0;z_Highly Rural/ Rural;16/02/2022 20:38;complet;[250-500€]
1002;F;60;Non;Non;[40k-60k€];Private;z_SUV;7;6.0;Highly Urban/ Urban;14/03/2022 19:17;complet;[250-500€]
1004;M;42;Non;Non;[40k-60k€];Private;Minivan;2;14.0;Highly Urban/ Urban;31/05/2022 09:26;complet;[250-500€]
1005;F;44;Non;Non;[0-20k€];Private;z_SUV;0;0;Highly Urban/ Urban;25/02/2022 10:22;complet;[250-500€]
1006;F;22;Non;Non;[0-20k€];Private;Minivan;0;4.0;Highly Urban/ Urban;12/03/2022 18:17;complet;[250-500€]
1007;M;52;Non;Non;[0-20k€];Private;z_SUV;0;1.0;z_Highly Rural/ Rural;25/05/2022 17:39;complet;[250-500€]
1008;F;50;Oui;Non;[0-20k€];Private;z_SUV;3;1.0;Highly Urban/ Urban;11/02/2022 11:55;complet;[250-500€]
1009;M;61;Oui;Oui;[40k-60k€];Commercial;Panel Truck;0;12.0;Highly Urban/ Urban;09/02/2022 03:38;complet;[250-500€]
1010;F;60;Oui;Non;[20k-40k€];Private;z_SUV;0;12.0;Highly Urban/ Urban;23/04/2022 08:07;complet;[250-500€]
1011;F;59;Non;Non;[60k-80k€];Private;z_SUV;2;10.0;Highly Urban/ Urban;06/03/2022 05:04;complet;[250-500€]
1012;M;31;Oui;Non;[40k-60k€];Private;z_SUV;2;1.0;Highly Urban/ Urban;18/03/2022 00:31;complet;[250-500€]
1013;F;73;Oui;Non;[20k-40k€];Private;Pickup;10;1.0;Highly Urban/ Urban;29/03/2022 15:07;complet;[250-500€]
1014;M;17;Non;Non;[20k-40k€];Commercial;Pickup;0;1.0;z_Highly Rural/ Rural;30/03/2022 05:03;complet;[250-500€]
1015;M;70;Oui;Non;[100k+€];Private;Minivan;0;1.0;Highly Urban/ Urban;18/05/2022 15:04;complet;[250-500€]
1016;M;61;Oui;Oui;[60k-80k€];Private;Minivan;6;9.0;Highly Urban/ Urban;01/05/2022 13:54;complet;[250-500€]
1017;M;86;Non;Non;[100k+€];Private;Minivan;0;18.0;z_Highly Rural/ Rural;04/03/2022 08:26;complet;[250-500€]
1018;M;45;Oui;Oui;[100k+€];Private;Minivan;0;14.0;Highly Urban/ Urban;12/03/2022 22:34;complet;[500-750€]
1019;M;58;Non;Non;[20k-40k€];Commercial;Minivan;3;10.0;Highly Urban/ Urban;14/03/2022 18:09;complet;[250-500€]
1020;F;25;Non;Non;[40k-60k€];Private;Minivan;5;18.0;Highly Urban/ Urban;29/01/2022 04:45;complet;[250-500€]
1021;F;75;Non;Non;[0-20k€];Private;Sports Car;3;7.0;z_Highly Rural/ Rural;09/05/2022 20:08;complet;[500-750€]
1022;F;49;Non;Non;[100k+€];Private;Sports Car;0;18.0;Highly Urban/ Urban;15/01/2022 15:51;complet;[250-500€]
1023;M;17;Non;Non;[20k-40k€];Private;Minivan;1;1.0;z_Highly Rural/ Rural;11/05/2022 19:20;complet;[250-500€]
1024;M;59;Oui;Non;[80k-100k€];Private;z_SUV;0;0;Highly Urban/ Urban;22/05/2022 23:11;complet;[250-500€]
1025;M;60;Oui;Non;[40k-60k€];Private;Sports Car;0;15.0;Highly Urban/ Urban;16/03/2022 05:57;complet;[500-750€]
1026;F;82;Non;Non;[100k+€];Private;z_SUV;4;15.0;Highly Urban/ Urban;10/02/2022 06:27;complet;[250-500€]
1027;F;43;Oui;Non;[0-20k€];Private;z_SUV;4;6.0;Highly Urban/ Urban;30/05/2022 19:20;complet;[250-500€]
1028;M;6;Non;Non;[0-20k€];Commercial;z_SUV;1;11.0;Highly Urban/ Urban;10/01/2022 18:50;complet;[250-500€]
1029;M;29;Oui;Oui;[20k-40k€];Private;z_SUV;2;6.0;Highly Urban/ Urban;21/05/2022 14:48;complet;[250-500€]
1030;M;36;Non;Non;[100k+€];Private;Van;4;1.0;Highly Urban/ Urban;09/04/2022 07:59;complet;[250-500€]
1031;F;63;Oui;Non;[40k-60k€];Commercial;Pickup;5;11.0;Highly Urban/ Urban;13/02/2022 15:50;complet;[750-1000€]
1032;M;47;Non;Non;[0-20k€];Private;z_SUV;7;6.0;z_Highly Rural/ Rural;25/02/2022 01:50;complet;[250-500€]
1033;F;73;Oui;Oui;[60k-80k€];Private;Minivan;6;12.0;Highly Urban/ Urban;02/01/2022 16:50;complet;[250-500€]
1034;M;59;Oui;Non;[60k-80k€];Private;Sports Car;0;0;Highly Urban/ Urban;02/04/2022 01:41;complet;[250-500€]
1037;F;43;Non;Non;[0-20k€];Private;Pickup;4;16.0;z_Highly Rural/ Rural;08/03/2022 01:20;complet;[250-500€]
1038;F;30;Oui;Non;[20k-40k€];Commercial;Minivan;6;0;Highly Urban/ Urban;31/05/2022 07:38;complet;[250-500€]
1040;M;75;Non;Non;[0-20k€];Private;z_SUV;1;1.0;Highly Urban/ Urban;27/04/2022 00:55;complet;[250-500€]
1041;F;33;Oui;Non;[20k-40k€];Private;Minivan;0;1.0;Highly Urban/ Urban;25/04/2022 21:28;complet;[250-500€]
1042;M;86;Oui;Non;[100k+€];Private;z_SUV;0;15.0;Highly Urban/ Urban;05/03/2022 04:31;complet;[250-500€]
1043;F;4;Non;Non;[0-20k€];Private;z_SUV;0;1.0;Highly Urban/ Urban;21/01/2022 20:31;complet;[250-500€]
1044;M;31;Non;Non;[60k-80k€];Commercial;Panel Truck;4;15.0;Highly Urban/ Urban;25/04/2022 02:27;complet;[250-500€]
1045;M;82;Non;Non;[0-20k€];Private;Minivan;1;14.0;Highly Urban/ Urban;29/03/2022 10:10;complet;[250-500€]
1046;M;47;Non;Non;[0-20k€];Commercial;Sports Car;6;10.0;Highly Urban/ Urban;13/02/2022 12:49;complet;[250-500€]
1047;M;38;Non;Non;[0-20k€];Private;Sports Car;0;1.0;z_Highly Rural/ Rural;11/02/2022 19:49;complet;[250-500€]
1048;F;39;Non;Non;[0-20k€];Commercial;Panel Truck;0;9.0;z_Highly Rural/ Rural;28/05/2022 14:51;complet;[250-500€]
1049;M;57;Non;Non;[40k-60k€];Private;Minivan;4;8.0;Highly Urban/ Urban;03/04/2022 10:24;complet;[250-500€]
1050;F;36;Non;Non;[20k-40k€];Private;z_SUV;3;9.0;z_Highly Rural/ Rural;20/05/2022 00:54;complet;[250-500€]
1051;M;73;Non;Non;[80k-100k€];Private;Minivan;0;6.0;Highly Urban/ Urban;22/04/2022 07:51;complet;[250-500€]
1052;M;91;Non;Non;[40k-60k€];Commercial;z_SUV;0;8.0;Highly Urban/ Urban;29/01/2022 23:53;complet;[250-500€]
1053;M;24;Oui;Non;[0-20k€];Private;Minivan;3;1.0;Highly Urban/ Urban;21/05/2022 16:52;complet;[250-500€]
1055;F;71;Non;Non;[20k-40k€];Private;Minivan;4;12.0;Highly Urban/ Urban;25/01/2022 02:36;complet;[250-500€]
1056;M;75;Non;Non;[60k-80k€];Commercial;Panel Truck;0;1.0;Highly Urban/ Urban;27/01/2022 10:59;complet;[250-500€]
1057;M;93;Non;Non;[80k-100k€];Private;Pickup;2;17.0;Highly Urban/ Urban;11/03/2022 17:06;complet;[250-500€]
1058;F;67;Oui;Non;[60k-80k€];Commercial;Minivan;0;1.0;z_Highly Rural/ Rural;25/05/2022 04:29;complet;[250-500€]
1059;F;79;Oui;Non;[60k-80k€];Commercial;Minivan;1;5.0;Highly Urban/ Urban;20/01/2022 13:19;complet;[500-750€]
1060;F;17;Non;Non;[40k-60k€];Commercial;Pickup;0;1.0;Highly Urban/ Urban;22/04/2022 03:55;complet;[250-500€]
1061;F;72;Non;Non;[60k-80k€];Commercial;Panel Truck;7;15.0;Highly Urban/ Urban;10/02/2022 11:43;complet;[250-500€]
1062;M;55;Non;Non;[100k+€];Commercial;Panel Truck;4;15.0;Highly Urban/ Urban;24/02/2022 22:38;complet;[250-500€]
1063;F;73;Non;Non;[40k-60k€];Private;Sports Car;2;12.0;Highly Urban/ Urban;17/03/2022 13:01;complet;[250-500€]
1064;F;23;Non;Oui;[100k+€];Private;z_SUV;4;0;Highly Urban/ Urban;04/03/2022 23:01;complet;[250-500€]
1065;M;42;Non;Non;[0-20k€];Private;z_SUV;0;1.0;z_Highly Rural/ Rural;20/04/2022 21:31;complet;[250-500€]
1066;F;64;Non;Non;[60k-80k€];Private;Van;4;12.0;Highly Urban/ Urban;30/01/2022 10:23;complet;[250-500€]
1067;M;58;Non;Non;[20k-40k€];Private;Minivan;3;17.0;Highly Urban/ Urban;11/02/2022 03:05;complet;[250-500€]
1068;F;72;Oui;Non;[40k-60k€];Private;Sports Car;0;1.0;Highly Urban/ Urban;05/03/2022 22:31;complet;[250-500€]
1069;F;80;Non;Non;[20k-40k€];Commercial;Van;7;1.0;Highly Urban/ Urban;16/02/2022 21:11;complet;[250-500€]
1070;F;11;Non;Non;[100k+€];Private;Van;0;12.0;Highly Urban/ Urban;25/01/2022 22:15;complet;[250-500€]
1071;F;51;Oui;Oui;[100k+€];Commercial;Pickup;0;1.0;z_Highly Rural/ Rural;06/03/2022 06:46;complet;[250-500€]
1072;F;47;Oui;Oui;[40k-60k€];Commercial;Van;0;1.0;Highly Urban/ Urban;15/04/2022 19:54;complet;[250-500€]
1073;M;51;Oui;Oui;[100k+€];Commercial;Van;0;11.0;z_Highly Rural/ Rural;24/03/2022 05:03;complet;[250-500€]
1074;F;38;Non;Non;[100k+€];Commercial;Panel Truck;3;19.0;Highly Urban/ Urban;06/02/2022 04:58;complet;[250-500€]
1075;F;69;Non;Non;[40k-60k€];Commercial;Pickup;1;12.0;Highly Urban/ Urban;27/03/2022 09:03;complet;[250-500€]
1076;F;74;Oui;Oui;[20k-40k€];Private;Van;0;0;Highly Urban/ Urban;28/02/2022 04:43;complet;[250-500€]
1077;F;49;Oui;Oui;[20k-40k€];Private;Pickup;0;7.0;Highly Urban/ Urban;17/02/2022 12:07;complet;[250-500€]
1078;F;58;Non;Non;[40k-60k€];Private;z_SUV;3;8.0;Highly Urban/ Urban;21/03/2022 04:50;complet;[250-500€]
1079;F;55;Non;Non;[20k-40k€];Commercial;Panel Truck;0;1.0;Highly Urban/ Urban;29/04/2022 13:22;complet;[250-500€]
